Customer_ID,First_Purchase_Date,Last_Purchase_Date,Tenure_Months,Total_Orders,Avg_Order_Value,Total_Spend,Reward_Points,Purchase_Frequency,Avg_Discount_Used,Churn_Probability,Category_Loyalty,Preferred_Channel,City,State,Latitude,Longitude
C294,2022-04-03 02:56:56.788485,2022-08-15 02:56:56.788485,4,43,810.63,34857.09,1742,10.75,0.03,0.63,Electronics,Retail,Chennai,Tamil Nadu,13.0827,80.2707
C295,2021-04-10 02:56:56.788485,2022-01-24 02:56:56.788485,10,80,1096.76,87740.8,4387,8.0,0.09,0.51,Furniture,Retail,Ahmedabad,Gujarat,23.0225,72.5714
C296,2022-06-05 02:56:56.788485,2023-03-16 02:56:56.788485,9,74,989.6,73230.4,3661,8.22,0.11,0.71,Food,Online,Pune,Maharashtra,18.5204,73.8567
C297,2020-10-05 02:56:56.788485,2021-05-29 02:56:56.788485,8,49,592.89,29051.61,1452,6.12,0.08,0.83,Food,Online,Kolkata,West Bengal,22.5726,88.3639
C298,2021-02-12 02:56:56.788485,2021-04-10 02:56:56.788485,2,64,434.81,27827.84,1391,32.0,0.15,0.74,Clothing,Online,Jaipur,Rajasthan,26.9124,75.7873
C299,2024-02-20 02:56:56.788485,2024-09-06 02:56:56.788485,7,32,222.64,7124.48,356,4.57,0.02,0.84,Electronics,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C300,2021-01-27 02:56:56.788485,2021-05-12 02:56:56.788485,4,64,477.13,30536.32,1526,16.0,0.04,0.07,Food,Retail,Mumbai,Maharashtra,19.076,72.8777
C301,2022-02-03 02:56:56.788485,2022-06-28 02:56:56.788485,5,2,1469.64,2939.28,146,0.4,0.18,0.04,Furniture,Retail,Delhi,Delhi,28.6139,77.209
C302,2023-08-06 02:56:56.788485,2023-11-12 02:56:56.788485,3,24,638.55,15325.2,766,8.0,0.04,0.26,Food,Retail,Bengaluru,Karnataka,12.9716,77.5946
C303,2021-08-21 02:56:56.788485,2022-05-11 02:56:56.788485,9,87,1043.48,90782.76,4539,9.67,0.16,0.89,Food,Online,Hyderabad,Telangana,17.385,78.4867
C304,2022-08-13 02:56:56.788485,2022-09-12 02:56:56.788485,1,66,1264.34,83446.44,4172,66.0,0.02,0.82,Electronics,Retail,Chennai,Tamil Nadu,13.0827,80.2707
C305,2024-07-14 02:56:56.788485,2025-01-26 02:56:56.788485,7,38,1796.31,68259.78,3412,5.43,0.11,0.68,Electronics,Retail,Ahmedabad,Gujarat,23.0225,72.5714
C306,2024-02-13 02:56:56.788485,2024-10-17 02:56:56.788485,8,31,1799.94,55798.14,2789,3.88,0.05,0.7,Furniture,Online,Pune,Maharashtra,18.5204,73.8567
C307,2023-05-13 02:56:56.788485,2024-03-10 02:56:56.788485,10,26,1542.32,40100.32,2005,2.6,0.04,0.72,Clothing,Online,Kolkata,West Bengal,22.5726,88.3639
C308,2023-02-23 02:56:56.788485,2023-11-30 02:56:56.788485,9,29,263.28,7635.12,381,3.22,0.15,0.93,Clothing,Online,Jaipur,Rajasthan,26.9124,75.7873
C309,2021-05-22 02:56:56.788485,2021-12-11 02:56:56.788485,7,67,1235.13,82753.71,4137,9.57,0.23,0.83,Food,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C310,2023-03-12 02:56:56.788485,2023-09-27 02:56:56.788485,7,78,1615.85,126036.3,6301,11.14,0.02,0.62,Furniture,Online,Mumbai,Maharashtra,19.076,72.8777
C311,2023-08-05 02:56:56.788485,2024-05-06 02:56:56.788485,9,25,231.12,5778.0,288,2.78,0.11,0.66,Clothing,Online,Delhi,Delhi,28.6139,77.209
C312,2023-12-07 02:56:56.788485,2024-04-04 02:56:56.788485,4,48,1189.43,57092.64,2854,12.0,0.18,0.22,Clothing,Retail,Bengaluru,Karnataka,12.9716,77.5946
C313,2022-07-23 02:56:56.788485,2022-10-09 02:56:56.788485,3,65,1743.98,113358.7,5667,21.67,0.12,0.65,Food,Retail,Hyderabad,Telangana,17.385,78.4867
C314,2021-08-31 02:56:56.788485,2022-07-20 02:56:56.788485,11,53,1053.38,55829.14,2791,4.82,0.2,0.43,Furniture,Retail,Chennai,Tamil Nadu,13.0827,80.2707
C315,2023-02-03 02:56:56.788485,2023-08-01 02:56:56.788485,6,67,207.39,13895.13,694,11.17,0.05,0.16,Clothing,Retail,Ahmedabad,Gujarat,23.0225,72.5714
C316,2021-03-27 02:56:56.788485,2021-09-04 02:56:56.788485,5,90,219.82,19783.8,989,18.0,0.24,0.8,Electronics,Retail,Pune,Maharashtra,18.5204,73.8567
C317,2022-03-27 02:56:56.788485,2022-06-23 02:56:56.788485,3,18,949.94,17098.92,854,6.0,0.1,0.51,Electronics,Retail,Kolkata,West Bengal,22.5726,88.3639
C318,2021-08-14 02:56:56.788485,2022-08-02 02:56:56.788485,12,9,479.02,4311.18,215,0.75,0.09,0.97,Food,Online,Jaipur,Rajasthan,26.9124,75.7873
C319,2023-03-22 02:56:56.788485,2023-11-05 02:56:56.788485,8,38,1396.01,53048.38,2652,4.75,0.22,0.29,Food,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C320,2021-12-28 02:56:56.788485,2022-08-29 02:56:56.788485,8,87,1475.84,128398.08,6419,10.88,0.15,0.48,Food,Online,Mumbai,Maharashtra,19.076,72.8777
C321,2022-02-24 02:56:56.788485,2022-05-13 02:56:56.788485,3,21,520.18,10923.78,546,7.0,0.13,0.45,Food,Retail,Delhi,Delhi,28.6139,77.209
C322,2020-08-19 02:56:56.788485,2021-05-07 02:56:56.788485,9,65,1799.36,116958.4,5847,7.22,0.18,0.13,Clothing,Retail,Bengaluru,Karnataka,12.9716,77.5946
C323,2023-08-05 02:56:56.788485,2024-05-07 02:56:56.788485,9,21,995.43,20904.03,1045,2.33,0.15,0.43,Furniture,Online,Hyderabad,Telangana,17.385,78.4867
C324,2024-05-31 02:56:56.788485,2025-02-23 02:56:56.788485,9,27,457.12,12342.24,617,3.0,0.05,0.29,Food,Online,Chennai,Tamil Nadu,13.0827,80.2707
C325,2024-06-24 02:56:56.788485,2025-01-07 02:56:56.788485,7,70,1575.65,110295.5,5514,10.0,0.17,0.17,Food,Online,Ahmedabad,Gujarat,23.0225,72.5714
C326,2021-07-17 02:56:56.788485,2021-10-02 02:56:56.788485,3,44,1621.95,71365.8,3568,14.67,0.04,0.29,Clothing,Online,Pune,Maharashtra,18.5204,73.8567
C327,2022-02-23 02:56:56.788485,2022-05-14 02:56:56.788485,3,28,1350.73,37820.44,1891,9.33,0.2,0.24,Food,Online,Kolkata,West Bengal,22.5726,88.3639
C328,2024-05-28 02:56:56.788485,2025-04-21 02:56:56.788485,11,45,1736.24,78130.8,3906,4.09,0.25,0.73,Food,Retail,Jaipur,Rajasthan,26.9124,75.7873
C329,2023-01-11 02:56:56.788485,2023-05-18 02:56:56.788485,4,17,1527.27,25963.59,1298,4.25,0.1,0.04,Furniture,Retail,Lucknow,Uttar Pradesh,26.8467,80.9462
C330,2023-10-02 02:56:56.788485,2024-06-03 02:56:56.788485,8,40,1787.97,71518.8,3575,5.0,0.12,0.62,Electronics,Retail,Mumbai,Maharashtra,19.076,72.8777
C331,2021-10-17 02:56:56.788485,2022-05-11 02:56:56.788485,7,3,981.0,2943.0,147,0.43,0.02,0.76,Food,Online,Delhi,Delhi,28.6139,77.209
C332,2021-09-15 02:56:56.788485,2022-01-02 02:56:56.788485,4,76,1545.67,117470.92,5873,19.0,0.01,0.48,Clothing,Retail,Bengaluru,Karnataka,12.9716,77.5946
C333,2023-01-20 02:56:56.788485,2023-08-22 02:56:56.788485,7,76,1999.55,151965.8,7598,10.86,0.23,0.92,Furniture,Online,Hyderabad,Telangana,17.385,78.4867
C334,2022-06-20 02:56:56.788485,2022-08-15 02:56:56.788485,2,66,1504.88,99322.08,4966,33.0,0.04,0.7,Clothing,Retail,Chennai,Tamil Nadu,13.0827,80.2707
C335,2023-10-15 02:56:56.788485,2024-05-26 02:56:56.788485,7,46,405.53,18654.38,932,6.57,0.12,0.74,Furniture,Online,Ahmedabad,Gujarat,23.0225,72.5714
C336,2021-12-02 02:56:56.788485,2022-08-02 02:56:56.788485,8,86,1132.97,97435.42,4871,10.75,0.21,0.2,Furniture,Online,Pune,Maharashtra,18.5204,73.8567
C337,2022-11-23 02:56:56.788485,2023-04-15 02:56:56.788485,5,87,1257.23,109379.01,5468,17.4,0.22,0.77,Food,Retail,Kolkata,West Bengal,22.5726,88.3639
C338,2023-06-30 02:56:56.788485,2024-03-27 02:56:56.788485,9,30,513.58,15407.4,770,3.33,0.13,0.83,Food,Retail,Jaipur,Rajasthan,26.9124,75.7873
C339,2020-10-31 02:56:56.788485,2021-04-02 02:56:56.788485,5,69,1933.2,133390.8,6669,13.8,0.15,0.36,Food,Retail,Lucknow,Uttar Pradesh,26.8467,80.9462
C340,2023-03-24 02:56:56.788485,2024-02-21 02:56:56.788485,11,9,516.04,4644.36,232,0.82,0.17,0.22,Electronics,Retail,Mumbai,Maharashtra,19.076,72.8777
C341,2024-06-30 02:56:56.788485,2024-10-13 02:56:56.788485,4,85,519.6,44166.0,2208,21.25,0.24,0.39,Electronics,Retail,Delhi,Delhi,28.6139,77.209
C342,2023-02-15 02:56:56.788485,2024-01-21 02:56:56.788485,11,11,1847.3,20320.3,1016,1.0,0.15,0.73,Clothing,Online,Bengaluru,Karnataka,12.9716,77.5946
C343,2024-01-06 02:56:56.788485,2024-12-12 02:56:56.788485,11,69,1037.37,71578.53,3578,6.27,0.14,0.42,Food,Retail,Hyderabad,Telangana,17.385,78.4867
C344,2021-04-10 02:56:56.788485,2021-11-21 02:56:56.788485,8,99,313.74,31060.26,1553,12.38,0.01,0.73,Electronics,Retail,Chennai,Tamil Nadu,13.0827,80.2707
C345,2022-11-02 02:56:56.788485,2023-01-14 02:56:56.788485,2,91,1276.74,116183.34,5809,45.5,0.03,0.12,Food,Online,Ahmedabad,Gujarat,23.0225,72.5714
C346,2021-05-11 02:56:56.788485,2021-12-12 02:56:56.788485,7,66,1283.29,84697.14,4234,9.43,0.15,0.8,Electronics,Retail,Pune,Maharashtra,18.5204,73.8567
C347,2024-02-12 02:56:56.788485,2024-11-13 02:56:56.788485,9,88,316.1,27816.8,1390,9.78,0.23,0.26,Electronics,Online,Kolkata,West Bengal,22.5726,88.3639
C348,2020-09-02 02:56:56.788485,2020-12-24 02:56:56.788485,4,31,1950.54,60466.74,3023,7.75,0.22,0.25,Furniture,Retail,Jaipur,Rajasthan,26.9124,75.7873
C349,2021-02-28 02:56:56.788485,2021-10-22 02:56:56.788485,8,33,1179.25,38915.25,1945,4.12,0.25,0.59,Food,Retail,Lucknow,Uttar Pradesh,26.8467,80.9462
C350,2023-10-17 02:56:56.788485,2024-04-14 02:56:56.788485,6,39,1207.63,47097.57,2354,6.5,0.14,0.08,Food,Online,Mumbai,Maharashtra,19.076,72.8777
C351,2024-02-23 02:56:56.788485,2024-08-26 02:56:56.788485,6,94,1136.21,106803.74,5340,15.67,0.2,0.04,Electronics,Retail,Delhi,Delhi,28.6139,77.209
C352,2021-07-18 02:56:56.788485,2021-09-01 02:56:56.788485,2,46,1299.32,59768.72,2988,23.0,0.21,0.27,Food,Retail,Bengaluru,Karnataka,12.9716,77.5946
C353,2023-11-11 02:56:56.788485,2024-05-23 02:56:56.788485,6,37,675.74,25002.38,1250,6.17,0.17,0.54,Electronics,Retail,Hyderabad,Telangana,17.385,78.4867
C354,2021-01-07 02:56:56.788485,2021-06-30 02:56:56.788485,6,92,717.03,65966.76,3298,15.33,0.09,0.9,Food,Retail,Chennai,Tamil Nadu,13.0827,80.2707
C355,2022-05-19 02:56:56.788485,2022-07-24 02:56:56.788485,2,60,1120.41,67224.6,3361,30.0,0.12,0.84,Furniture,Online,Ahmedabad,Gujarat,23.0225,72.5714
C356,2024-04-27 02:56:56.788485,2025-04-24 02:56:56.788485,12,31,1652.03,51212.93,2560,2.58,0.22,0.49,Food,Online,Pune,Maharashtra,18.5204,73.8567
C357,2022-10-31 02:56:56.788485,2023-01-13 02:56:56.788485,2,11,289.76,3187.36,159,5.5,0.08,0.05,Furniture,Retail,Kolkata,West Bengal,22.5726,88.3639
C358,2023-02-06 02:56:56.788485,2023-09-29 02:56:56.788485,8,87,1286.13,111893.31,5594,10.88,0.23,0.53,Clothing,Retail,Jaipur,Rajasthan,26.9124,75.7873
C359,2022-06-04 02:56:56.788485,2022-09-03 02:56:56.788485,3,2,1652.2,3304.4,165,0.67,0.07,0.7,Food,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C360,2021-12-20 02:56:56.788485,2022-11-22 02:56:56.788485,11,27,482.45,13026.15,651,2.45,0.19,0.34,Food,Online,Mumbai,Maharashtra,19.076,72.8777
C361,2020-10-30 02:56:56.788485,2020-12-17 02:56:56.788485,2,99,227.04,22476.96,1123,49.5,0.16,0.12,Food,Retail,Delhi,Delhi,28.6139,77.209
C362,2021-03-20 02:56:56.788485,2022-02-12 02:56:56.788485,11,2,762.88,1525.76,76,0.18,0.19,0.28,Furniture,Online,Bengaluru,Karnataka,12.9716,77.5946
C363,2021-06-22 02:56:56.788485,2021-07-28 02:56:56.788485,1,21,1258.66,26431.86,1321,21.0,0.11,0.77,Food,Online,Hyderabad,Telangana,17.385,78.4867
C364,2022-11-06 02:56:56.788485,2023-08-11 02:56:56.788485,9,58,448.91,26036.78,1301,6.44,0.23,0.35,Food,Online,Chennai,Tamil Nadu,13.0827,80.2707
C365,2021-09-17 02:56:56.788485,2022-02-10 02:56:56.788485,5,5,967.02,4835.1,241,1.0,0.16,0.81,Electronics,Online,Ahmedabad,Gujarat,23.0225,72.5714
C366,2024-05-09 02:56:56.788485,2024-08-14 02:56:56.788485,3,52,1194.18,62097.36,3104,17.33,0.08,0.32,Clothing,Retail,Pune,Maharashtra,18.5204,73.8567
C367,2024-01-06 02:56:56.788485,2024-03-09 02:56:56.788485,2,45,1277.99,57509.55,2875,22.5,0.16,0.17,Furniture,Online,Kolkata,West Bengal,22.5726,88.3639
C368,2020-09-24 02:56:56.788485,2021-05-05 02:56:56.788485,7,85,693.94,58984.9,2949,12.14,0.08,0.44,Electronics,Retail,Jaipur,Rajasthan,26.9124,75.7873
C369,2022-06-08 02:56:56.788485,2023-05-28 02:56:56.788485,12,93,920.05,85564.65,4278,7.75,0.08,0.45,Furniture,Retail,Lucknow,Uttar Pradesh,26.8467,80.9462
C370,2023-02-10 02:56:56.788485,2023-05-05 02:56:56.788485,3,20,1601.01,32020.2,1601,6.67,0.11,0.03,Electronics,Online,Mumbai,Maharashtra,19.076,72.8777
C371,2021-10-29 02:56:56.788485,2022-08-20 02:56:56.788485,10,61,1894.19,115545.59,5777,6.1,0.21,0.12,Clothing,Retail,Delhi,Delhi,28.6139,77.209
C372,2021-05-31 02:56:56.788485,2021-08-10 02:56:56.788485,2,38,1751.38,66552.44,3327,19.0,0.13,0.19,Electronics,Retail,Bengaluru,Karnataka,12.9716,77.5946
C373,2023-10-22 02:56:56.788485,2024-09-12 02:56:56.788485,11,20,1215.71,24314.2,1215,1.82,0.17,0.12,Furniture,Online,Hyderabad,Telangana,17.385,78.4867
C374,2023-03-18 02:56:56.788485,2023-12-03 02:56:56.788485,9,25,938.53,23463.25,1173,2.78,0.1,0.34,Food,Online,Chennai,Tamil Nadu,13.0827,80.2707
C375,2020-12-01 02:56:56.788485,2021-01-09 02:56:56.788485,1,2,799.32,1598.64,79,2.0,0.07,0.96,Food,Online,Ahmedabad,Gujarat,23.0225,72.5714
C376,2021-04-14 02:56:56.788485,2021-09-18 02:56:56.788485,5,32,424.92,13597.44,679,6.4,0.24,0.51,Clothing,Retail,Pune,Maharashtra,18.5204,73.8567
C377,2023-07-05 02:56:56.788485,2024-01-29 02:56:56.788485,7,26,391.79,10186.54,509,3.71,0.15,0.63,Furniture,Retail,Kolkata,West Bengal,22.5726,88.3639
C378,2022-10-01 02:56:56.788485,2023-05-11 02:56:56.788485,7,70,1439.04,100732.8,5036,10.0,0.23,0.36,Furniture,Retail,Jaipur,Rajasthan,26.9124,75.7873
C379,2020-12-31 02:56:56.788485,2021-05-01 02:56:56.788485,4,41,667.63,27372.83,1368,10.25,0.06,0.33,Furniture,Retail,Lucknow,Uttar Pradesh,26.8467,80.9462
C380,2023-01-13 02:56:56.788485,2023-09-30 02:56:56.788485,9,67,658.39,44112.13,2205,7.44,0.05,0.03,Clothing,Online,Mumbai,Maharashtra,19.076,72.8777
C381,2021-07-13 02:56:56.788485,2021-10-28 02:56:56.788485,4,97,1996.75,193684.75,9684,24.25,0.22,0.5,Food,Retail,Delhi,Delhi,28.6139,77.209
C382,2024-05-03 02:56:56.788485,2024-08-25 02:56:56.788485,4,1,538.27,538.27,26,0.25,0.17,0.48,Electronics,Online,Bengaluru,Karnataka,12.9716,77.5946
C383,2023-09-11 02:56:56.788485,2023-11-09 02:56:56.788485,2,51,466.51,23792.01,1189,25.5,0.05,0.16,Clothing,Online,Hyderabad,Telangana,17.385,78.4867
C384,2023-12-29 02:56:56.788485,2024-08-27 02:56:56.788485,8,5,377.63,1888.15,94,0.62,0.07,0.76,Electronics,Online,Chennai,Tamil Nadu,13.0827,80.2707
C385,2021-05-18 02:56:56.788485,2021-08-04 02:56:56.788485,3,13,1243.65,16167.45,808,4.33,0.2,0.49,Food,Online,Ahmedabad,Gujarat,23.0225,72.5714
C386,2022-12-21 02:56:56.788485,2023-10-11 02:56:56.788485,10,19,1330.15,25272.85,1263,1.9,0.12,0.34,Clothing,Retail,Pune,Maharashtra,18.5204,73.8567
C387,2022-05-16 02:56:56.788485,2022-11-06 02:56:56.788485,6,12,857.41,10288.92,514,2.0,0.17,0.15,Food,Online,Kolkata,West Bengal,22.5726,88.3639
C388,2021-04-27 02:56:56.788485,2021-08-03 02:56:56.788485,3,48,1163.74,55859.52,2792,16.0,0.09,0.55,Electronics,Retail,Jaipur,Rajasthan,26.9124,75.7873
C389,2021-03-03 02:56:56.788485,2021-05-29 02:56:56.788485,3,25,1619.12,40478.0,2023,8.33,0.1,0.75,Furniture,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C390,2024-01-18 02:56:56.788485,2024-08-19 02:56:56.788485,7,57,1672.59,95337.63,4766,8.14,0.25,0.29,Furniture,Online,Mumbai,Maharashtra,19.076,72.8777
C391,2023-12-31 02:56:56.788485,2024-03-31 02:56:56.788485,3,35,1924.24,67348.4,3367,11.67,0.07,0.22,Electronics,Online,Delhi,Delhi,28.6139,77.209
C392,2022-07-11 02:56:56.788485,2023-06-13 02:56:56.788485,11,76,1683.68,127959.68,6397,6.91,0.13,0.52,Furniture,Retail,Bengaluru,Karnataka,12.9716,77.5946
C393,2024-04-17 02:56:56.788485,2025-03-08 02:56:56.788485,11,94,1216.71,114370.74,5718,8.55,0.21,0.16,Electronics,Online,Hyderabad,Telangana,17.385,78.4867
C394,2022-05-08 02:56:56.788485,2022-11-19 02:56:56.788485,6,5,523.38,2616.9,130,0.83,0.07,0.66,Clothing,Online,Chennai,Tamil Nadu,13.0827,80.2707
C395,2020-07-18 02:56:56.788485,2021-02-03 02:56:56.788485,7,98,379.57,37197.86,1859,14.0,0.11,0.6,Clothing,Online,Ahmedabad,Gujarat,23.0225,72.5714
C396,2022-05-19 02:56:56.788485,2022-08-19 02:56:56.788485,3,22,298.12,6558.64,327,7.33,0.16,0.1,Clothing,Online,Pune,Maharashtra,18.5204,73.8567
C397,2022-06-28 02:56:56.788485,2022-12-21 02:56:56.788485,6,77,1399.75,107780.75,5389,12.83,0.13,0.05,Furniture,Retail,Kolkata,West Bengal,22.5726,88.3639
C398,2021-03-26 02:56:56.788485,2022-02-24 02:56:56.788485,11,57,1653.57,94253.49,4712,5.18,0.12,0.62,Food,Retail,Jaipur,Rajasthan,26.9124,75.7873
C399,2023-12-19 02:56:56.788485,2024-06-26 02:56:56.788485,6,47,1115.63,52434.61,2621,7.83,0.1,0.3,Furniture,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C400,2023-03-10 02:56:56.788485,2023-08-27 02:56:56.788485,6,54,298.49,16118.46,805,9.0,0.15,0.09,Furniture,Online,Mumbai,Maharashtra,19.076,72.8777
C401,2021-05-18 02:56:56.788485,2022-05-16 02:56:56.788485,12,3,1163.85,3491.55,174,0.25,0.16,0.75,Food,Retail,Delhi,Delhi,28.6139,77.209
C402,2022-09-19 02:56:56.788485,2023-01-23 02:56:56.788485,4,53,1884.35,99870.55,4993,13.25,0.17,0.32,Food,Retail,Bengaluru,Karnataka,12.9716,77.5946
C403,2021-09-12 02:56:56.788485,2022-05-20 02:56:56.788485,8,84,1275.7,107158.8,5357,10.5,0.03,0.46,Food,Retail,Hyderabad,Telangana,17.385,78.4867
C404,2022-02-25 02:56:56.788485,2022-05-08 02:56:56.788485,2,31,1656.97,51366.07,2568,15.5,0.16,0.24,Food,Online,Chennai,Tamil Nadu,13.0827,80.2707
C405,2022-07-14 02:56:56.788485,2023-05-31 02:56:56.788485,11,69,1640.27,113178.63,5658,6.27,0.24,0.62,Furniture,Retail,Ahmedabad,Gujarat,23.0225,72.5714
C406,2021-06-11 02:56:56.788485,2021-10-26 02:56:56.788485,5,88,1877.83,165249.04,8262,17.6,0.14,0.31,Electronics,Online,Pune,Maharashtra,18.5204,73.8567
C407,2020-09-15 02:56:56.788485,2021-07-07 02:56:56.788485,10,33,1586.41,52351.53,2617,3.3,0.18,0.96,Clothing,Retail,Kolkata,West Bengal,22.5726,88.3639
C408,2022-08-17 02:56:56.788485,2022-12-19 02:56:56.788485,4,72,1545.86,111301.92,5565,18.0,0.14,0.7,Electronics,Retail,Jaipur,Rajasthan,26.9124,75.7873
C409,2021-06-18 02:56:56.788485,2022-04-05 02:56:56.788485,10,88,621.38,54681.44,2734,8.8,0.22,0.14,Furniture,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C410,2022-11-29 02:56:56.788485,2023-11-06 02:56:56.788485,11,50,307.87,15393.5,769,4.55,0.23,0.42,Food,Retail,Mumbai,Maharashtra,19.076,72.8777
C411,2022-02-10 02:56:56.788485,2022-05-21 02:56:56.788485,3,84,1131.68,95061.12,4753,28.0,0.05,0.39,Clothing,Online,Delhi,Delhi,28.6139,77.209
C412,2022-03-16 02:56:56.788485,2022-11-19 02:56:56.788485,8,16,423.98,6783.68,339,2.0,0.11,0.53,Clothing,Retail,Bengaluru,Karnataka,12.9716,77.5946
C413,2021-03-17 02:56:56.788485,2021-05-06 02:56:56.788485,2,76,1931.95,146828.2,7341,38.0,0.1,0.84,Electronics,Online,Hyderabad,Telangana,17.385,78.4867
C414,2023-08-25 02:56:56.788485,2023-12-24 02:56:56.788485,4,77,721.86,55583.22,2779,19.25,0.11,0.58,Furniture,Retail,Chennai,Tamil Nadu,13.0827,80.2707
C415,2021-11-09 02:56:56.788485,2022-04-14 02:56:56.788485,5,39,1735.3,67676.7,3383,7.8,0.04,0.07,Furniture,Retail,Ahmedabad,Gujarat,23.0225,72.5714
C416,2021-12-02 02:56:56.788485,2022-03-21 02:56:56.788485,4,89,897.72,79897.08,3994,22.25,0.21,0.65,Furniture,Online,Pune,Maharashtra,18.5204,73.8567
C417,2022-02-02 02:56:56.788485,2023-01-09 02:56:56.788485,11,46,781.75,35960.5,1798,4.18,0.02,0.02,Clothing,Online,Kolkata,West Bengal,22.5726,88.3639
C418,2020-09-23 02:56:56.788485,2021-06-17 02:56:56.788485,9,96,1883.29,180795.84,9039,10.67,0.14,0.77,Electronics,Online,Jaipur,Rajasthan,26.9124,75.7873
C419,2020-11-11 02:56:56.788485,2021-06-10 02:56:56.788485,7,88,853.98,75150.24,3757,12.57,0.17,0.66,Clothing,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C420,2024-02-22 02:56:56.788485,2024-04-16 02:56:56.788485,2,47,902.52,42418.44,2120,23.5,0.06,0.31,Clothing,Retail,Mumbai,Maharashtra,19.076,72.8777
C421,2023-06-27 02:56:56.788485,2023-12-29 02:56:56.788485,6,44,390.97,17202.68,860,7.33,0.23,0.3,Food,Retail,Delhi,Delhi,28.6139,77.209
C422,2023-12-12 02:56:56.788485,2024-01-15 02:56:56.788485,1,9,1406.8,12661.2,633,9.0,0.21,0.79,Electronics,Retail,Bengaluru,Karnataka,12.9716,77.5946
C423,2020-09-29 02:56:56.788485,2021-02-25 02:56:56.788485,5,87,719.91,62632.17,3131,17.4,0.12,0.78,Food,Retail,Hyderabad,Telangana,17.385,78.4867
C424,2023-08-26 02:56:56.788485,2024-06-27 02:56:56.788485,10,50,1254.09,62704.5,3135,5.0,0.11,0.36,Furniture,Retail,Chennai,Tamil Nadu,13.0827,80.2707
C425,2021-09-10 02:56:56.788485,2021-10-27 02:56:56.788485,2,77,1264.43,97361.11,4868,38.5,0.07,0.3,Clothing,Retail,Ahmedabad,Gujarat,23.0225,72.5714
C426,2023-12-11 02:56:56.788485,2024-07-25 02:56:56.788485,8,60,1494.56,89673.6,4483,7.5,0.19,0.56,Electronics,Online,Pune,Maharashtra,18.5204,73.8567
C427,2021-12-07 02:56:56.788485,2022-03-03 02:56:56.788485,3,96,1541.43,147977.28,7398,32.0,0.04,0.02,Furniture,Retail,Kolkata,West Bengal,22.5726,88.3639
C428,2024-01-14 02:56:56.788485,2024-05-15 02:56:56.788485,4,15,1126.01,16890.15,844,3.75,0.17,0.09,Electronics,Retail,Jaipur,Rajasthan,26.9124,75.7873
C429,2023-10-19 02:56:56.788485,2023-12-06 02:56:56.788485,2,36,795.79,28648.44,1432,18.0,0.21,0.13,Clothing,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C430,2021-12-13 02:56:56.788485,2022-07-23 02:56:56.788485,7,63,1707.41,107566.83,5378,9.0,0.06,0.19,Electronics,Retail,Mumbai,Maharashtra,19.076,72.8777
C431,2022-02-26 02:56:56.788485,2022-11-19 02:56:56.788485,9,69,757.76,52285.44,2614,7.67,0.22,0.51,Furniture,Retail,Delhi,Delhi,28.6139,77.209
C432,2023-04-05 02:56:56.788485,2024-02-05 02:56:56.788485,10,86,1113.52,95762.72,4788,8.6,0.02,0.98,Food,Retail,Bengaluru,Karnataka,12.9716,77.5946
C433,2023-09-14 02:56:56.788485,2024-05-27 02:56:56.788485,9,80,922.25,73780.0,3689,8.89,0.23,0.65,Clothing,Online,Hyderabad,Telangana,17.385,78.4867
C434,2021-05-04 02:56:56.788485,2022-01-21 02:56:56.788485,9,41,1739.14,71304.74,3565,4.56,0.04,0.07,Food,Online,Chennai,Tamil Nadu,13.0827,80.2707
C435,2024-03-26 02:56:56.788485,2024-06-03 02:56:56.788485,2,74,977.45,72331.3,3616,37.0,0.16,0.53,Clothing,Retail,Ahmedabad,Gujarat,23.0225,72.5714
C436,2021-10-05 02:56:56.788485,2022-09-22 02:56:56.788485,12,24,894.98,21479.52,1073,2.0,0.07,0.5,Furniture,Online,Pune,Maharashtra,18.5204,73.8567
C437,2023-11-26 02:56:56.788485,2024-05-26 02:56:56.788485,6,82,1441.68,118217.76,5910,13.67,0.21,0.15,Clothing,Retail,Kolkata,West Bengal,22.5726,88.3639
C438,2022-11-28 02:56:56.788485,2023-05-03 02:56:56.788485,5,49,1284.39,62935.11,3146,9.8,0.13,0.91,Food,Retail,Jaipur,Rajasthan,26.9124,75.7873
C439,2020-12-26 02:56:56.788485,2021-09-18 02:56:56.788485,9,18,393.04,7074.72,353,2.0,0.04,0.44,Clothing,Retail,Lucknow,Uttar Pradesh,26.8467,80.9462
C440,2024-01-24 02:56:56.788485,2024-04-17 02:56:56.788485,3,7,1114.7,7802.9,390,2.33,0.15,0.98,Furniture,Online,Mumbai,Maharashtra,19.076,72.8777
C441,2021-11-15 02:56:56.788485,2022-06-04 02:56:56.788485,7,4,1523.86,6095.44,304,0.57,0.11,0.42,Clothing,Retail,Delhi,Delhi,28.6139,77.209
